sub,ses,task,acq,space,den,meanFD,relMeansRMSMotion,relMaxRMSMotion,meanDVInit,meanDVFinal,nVolCensored,nVolsRemoved,motionDVCorrInit,motionDVCorrFinal
114935,10916,fracback,singleband,fsLR,91k,0.1560056878623027,0.0904220931304347,1.48869,107.82553944452532,36.71626293276776,0.0,0,0.8746912969781214,0.0457069190269534
114990,10096,fracback,singleband,fsLR,91k,0.1435147630692638,0.0873754399130434,1.91861,132.0507623099748,44.4680715429332,0.0,0,0.9148762056635792,-0.2517825398608845
115800,11253,fracback,singleband,fsLR,91k,0.1034823759393939,0.055666985347826,0.629568,110.4950108384348,37.11389215322715,0.0,0,0.8334666664593458,-0.0163610919515557
116019,10078,fracback,singleband,fsLR,91k,0.1577417829047617,0.0903336070434782,0.683182,138.35562001870554,44.600867451040905,0.0,0,0.8085921861422629,0.0519119359920605
116051,10098,fracback,singleband,fsLR,91k,0.0724661475411255,0.0407623808695652,0.314007,98.48955526470564,35.3100827698869,0.0,0,0.5609725298833028,0.1131457885273886
116210,10102,fracback,singleband,fsLR,91k,0.0590960845444154,0.0334999346086956,0.216725,127.91918185531902,42.99839769367159,0.0,0,0.53413738361747,-0.0581723302580535
116354,10643,fracback,singleband,fsLR,91k,1.1747969428521734,0.7262091013100435,6.13174,324.70387752414973,95.85825391568072,1.0,0,0.8425833918659763,0.554615884012696
116360,10097,fracback,singleband,fsLR,91k,0.1228480051813851,0.0679254480869565,0.9816260000000002,111.63719613241436,35.35706214061756,0.0,0,0.7735832529601633,0.0908842654415616
117226,10074,fracback,singleband,fsLR,91k,0.0787128418874457,0.0471691187826086,0.439113,118.5740719038924,44.75986706444447,0.0,0,0.7165119676379237,-0.1963326698489042
117397,10582,fracback,singleband,fsLR,91k,0.3113040848008658,0.1947505877826087,1.52168,195.02857307900635,53.85072832368997,0.0,0,0.8699420084996926,0.4793454969352136
119302,10122,fracback,singleband,fsLR,91k,0.1146228680468741,0.0655527326086956,0.734056,113.240683809652,35.18066575740068,0.0,0,0.8241887125013795,0.1907057954378274
119791,10082,fracback,singleband,fsLR,91k,0.1453059357238094,0.0847403634782608,0.7860709999999999,163.61518872594186,46.13214753897365,0.0,0,0.7257522905932199,0.0895198995424998
120217,10702,fracback,singleband,fsLR,91k,0.1083778889209522,0.0677052873913043,0.179094,137.71458177519253,39.32218328355168,0.0,0,0.2096647335183477,-0.0799140408259961
120562,10666,fracback,singleband,fsLR,91k,0.1385068285321207,0.0832366052173912,1.6116,149.46081138597114,44.00407189047796,0.0,0,0.9631462907242988,-0.1499622103535954
121001,10494,fracback,singleband,fsLR,91k,0.1216077102857141,0.069164962,0.8259610000000001,121.6538302680546,35.03419588151741,0.0,0,0.8014330007800573,-0.0595914401887965
121050,10890,fracback,singleband,fsLR,91k,0.137875720129004,0.0748125334782608,0.550559,114.91144288915004,38.57629596383342,0.0,0,0.7563180539040204,0.0435568024284442
121085,10015,fracback,singleband,fsLR,91k,0.0872359256190476,0.0505842092173913,0.316813,132.99757022580943,43.92160244559872,0.0,0,0.5656767952535804,0.0772113306046294
121407,10619,fracback,singleband,fsLR,91k,0.0737946324875325,0.0441465046521739,0.450811,120.29511909949072,38.6363084782506,0.0,0,0.5190059173137159,-0.0328455773194533
122522,10540,fracback,singleband,fsLR,91k,0.242734590818182,0.1449198856521738,1.67536,160.63553087933195,44.12700869761005,0.0,0,0.8808723226132933,-0.0494981965107088
122528,10697,fracback,singleband,fsLR,91k,0.1216460431385278,0.0742888603043478,1.63256,156.73541926121666,51.88382776871877,0.0,0,0.914617534044224,0.5313747155165673
122916,10114,fracback,singleband,fsLR,91k,0.0806422474458874,0.0455908219999999,0.442749,122.4567127061647,39.744699122448,0.0,0,0.7010249423790645,-0.0415346743808213
125511,10565,fracback,singleband,fsLR,91k,0.0709172456668271,0.0406225223043478,0.549434,96.74371376837856,35.0483950933744,0.0,0,0.8009374308375173,0.0523854406834427
125535,10150,fracback,singleband,fsLR,91k,0.070653087996537,0.0412170187391304,0.419863,114.61366277886624,39.32629750947204,0.0,0,0.7090210301806683,0.0779844035585892
125554,10058,fracback,singleband,fsLR,91k,0.1061701065844156,0.0589118686956521,0.484612,117.42523328889747,34.445276593693514,0.0,0,0.756075519156423,0.0546283534505539
126176,10625,fracback,singleband,fsLR,91k,0.1180854215324675,0.0648423127826087,0.62162,116.97152912934844,40.19347132077075,0.0,0,0.7979501054969104,0.1862447319827576
126389,10855,fracback,singleband,fsLR,91k,0.0710020498108225,0.0369644513913043,0.21408,106.67694444246244,33.863797646458785,0.0,0,0.4821497997142686,-0.0145431580843432
126554,10580,fracback,singleband,fsLR,91k,0.0916143240454541,0.0477103675217391,0.237725,131.49530305415135,39.166949855978366,0.0,0,0.6693058166299727,0.3439851428449351
126903,10112,fracback,singleband,fsLR,91k,0.0642562853722944,0.0376675328695652,0.4205430000000001,120.68979303802853,40.57549692559066,0.0,0,0.6218289141214556,-0.2740286743138285
126921,11262,fracback,singleband,fsLR,91k,0.0484236676220784,0.0281935586521739,0.274759,96.543299296254,30.84330266697783,0.0,0,0.4406704466652201,-0.1349745127404779
127008,10573,fracback,singleband,fsLR,91k,0.0819746288371428,0.047514173347826,0.478703,128.5318090152135,40.35366731060515,0.0,0,0.7518417580278001,-0.0682179572571236
127236,10858,fracback,singleband,fsLR,91k,0.1357146172857144,0.0814051206086956,0.535818,140.54856243733997,45.04880390438246,0.0,0,0.768847772028185,-0.022137602703716
127305,10152,fracback,singleband,fsLR,91k,0.0635934124683984,0.0342051684782608,0.121773,88.15695201280582,28.255546238671485,0.0,0,0.272688966663076,-0.1119888870174829
127417,10576,fracback,singleband,fsLR,91k,0.1428151298487882,0.0836476009565217,1.22826,160.48705334186252,49.58073675018449,0.0,0,0.8774501158413747,0.2073105728119262
127611,10445,fracback,singleband,fsLR,91k,0.3024573611999997,0.1804341904347826,1.76262,187.25189999838133,56.78004593445491,0.0,0,0.8350780271717179,0.2875886512907902
128154,10572,fracback,singleband,fsLR,91k,0.3790392305411255,0.2216646110869565,3.4001,179.95675616557833,50.428675345975975,0.0,0,0.8114446573887678,-0.0946959050412618
129552,10976,fracback,singleband,fsLR,91k,0.0483615041200172,0.0276290199130434,0.222963,105.67199597113992,31.96700634271896,0.0,0,0.6628493295839528,0.0552193921032393
129720,10607,fracback,singleband,fsLR,91k,0.0545345466277053,0.033826105347826,0.235651,100.44744132475104,37.48496378192307,0.0,0,0.5544398293496214,-0.0688650051456489
129886,10787,fracback,singleband,fsLR,91k,0.0509400835290038,0.0293979098782608,0.180278,98.0262211122131,29.84763762597817,0.0,0,0.5075900268628217,0.1823676444012236
129926,10111,fracback,singleband,fsLR,91k,0.2074789063907444,0.1130189629565217,2.94883,129.23741912294622,43.01785419542804,0.0,0,0.8307244584095955,-0.2697794041738613
130211,10106,fracback,singleband,fsLR,91k,0.0431393232156705,0.0245360251304347,0.281874,120.81267658404614,44.48911376518002,0.0,0,0.7935315093520303,-0.0665668673642877
130687,10385,fracback,singleband,fsLR,91k,0.0891337707292292,0.0491533158695652,0.466094,147.430945049593,47.27298962416659,0.0,0,0.5759965982508609,0.0785196487142479
130896,9956,fracback,singleband,fsLR,91k,0.1039454981757577,0.0581336484782608,0.273855,105.230488524805,35.50250869099329,0.0,0,0.4705713538992032,-0.0835683274998066
131224,10434,fracback,singleband,fsLR,91k,0.0764793117740258,0.0436624877826086,0.22706,118.00607206658388,35.613764144303666,0.0,0,0.635018932006956,0.0129972454378072
131867,10669,fracback,singleband,fsLR,91k,0.132928575812554,0.0727688727826086,0.760994,122.4582107768572,39.337316121455366,0.0,0,0.7545234746868357,-0.1921111863098646
